text,kmeans_10_direct,kmeans_15_direct,kmeans_20_direct,hdbscan_10_direct,hdbscan_15_direct,hdbscan_20_direct,kmeans_10_pca,kmeans_10_umap,kmeans_15_pca,kmeans_15_umap,kmeans_20_pca,kmeans_20_umap,hdbscan_10_pca,hdbscan_10_umap,hdbscan_15_pca,hdbscan_15_umap,hdbscan_20_pca,hdbscan_20_umap
Härteprüfung Kaltlauf Lunker vs Lunker Gießparameter optimiert,9,9,9,80,69,26,9,7,9,0,9,0,14,64,11,49,9,34
Formdruckabweichung Sandausbruch vs Kaltlauf Form,5,11,11,39,35,12,7,5,7,13,19,13,-1,105,-1,81,-1,49
Bearbeitungsfehler Lunker Lunker Teil Normabweichung Wärmenachbehandlung eingeleitet,1,1,16,85,73,52,8,9,5,9,5,9,-1,60,-1,25,-1,17
Röntgenprüfung zeigt Formversatz in Zone Sandbindermangel Kernreparatur läuft,9,11,15,53,45,29,2,4,0,0,16,0,-1,117,-1,60,-1,43
Oberflächenrauheit HandlingSchaden außerhalb Spezifikation Normabweichung,1,14,14,1,2,1,5,5,2,5,2,15,62,113,-1,82,32,60
Sandfeuchte Sandausbruch außerhalb Toleranz Prüfbericht,0,0,0,41,37,24,2,3,0,3,16,17,-1,25,-1,20,-1,14
Schmelzofen Schmelzofen TempAbweichung °C Normabweichung,6,6,6,71,60,43,5,0,10,0,10,0,53,92,35,68,29,44
Oberflächenrauheit Lunker außerhalb Spezifikation,1,1,1,11,9,8,2,6,0,6,18,6,49,38,33,29,26,20
Formdruckabweichung Sandbindermangel vs HandlingSchaden Form,5,11,11,38,34,12,7,5,7,13,7,13,13,111,10,-1,8,49
Spektralanalyse zeigt SiMangel Charge Chargenanalyse Mg Ti,1,12,12,36,32,21,0,2,14,14,14,14,-1,42,27,34,21,18
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max Kaltlauf Verdacht Sandfeuchteabweichung,5,5,5,32,29,7,5,1,2,13,2,13,57,84,-1,65,32,47
Qualitätsabweichung Lunker Kaltlauf Dickenmaß,7,7,7,55,47,32,7,9,7,9,19,9,48,57,32,37,-1,25
Qualitätsabweichung Kaltlauf Sandausbruch Raueit Ra Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,98,2,50,2,36
Härteprüfung Kernschale Verschleiß HandlingSchaden vs Lunker Kernreparatur läuft,2,2,2,4,4,3,1,0,1,10,1,10,0,70,0,53,0,37
Sandfeuchte Sandausbruch außerhalb Toleranz,0,0,0,41,37,24,4,3,12,3,16,17,32,25,24,20,-1,14
Legierungsabweichung Si Kernschale Verschleiß vs Soll Sandbindermangel,5,13,13,68,57,37,8,9,8,9,8,18,6,122,6,87,5,62
Schmelzofen Holding Furnace TempAbweichung °C,6,6,19,78,67,49,9,4,12,4,12,4,24,21,17,17,14,9
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max Sandausbruch,5,5,5,32,29,7,9,1,2,13,2,13,56,84,38,65,30,47
Sandfeuchte Sandbindermangel außerhalb Toleranz,0,0,0,33,30,-1,9,5,12,2,12,2,9,6,-1,5,-1,-1
Ausschuss Funktionstest an Zylinderkopf Ursache Sandbindermangel,3,3,17,89,77,56,9,4,9,4,9,4,-1,24,-1,18,-1,10
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Sandausbruch Normabweichung,5,5,5,14,10,7,9,5,9,5,17,5,46,95,31,72,25,50
Oberflächenrauheit Lunker außerhalb Spezifikation Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,97,2,50,2,36
Oberflächenrauheit Kernschale Verschleiß außerhalb Spezifikation,1,10,10,17,13,10,5,3,10,3,10,17,-1,7,-1,6,-1,2
Oberflächenrauheit Sandausbruch außerhalb Spezifikation,0,10,17,15,11,9,4,6,12,12,4,16,19,15,13,13,11,6
Härteprüfung HandlingSchaden Kaltlauf vs Kaltlauf,2,2,2,4,4,3,1,0,1,10,1,10,0,123,0,88,0,38
Maßabweichung Sandausbruch Kernschale Verschleißmm vs Sandbindermangel±Kernschale Verschleißmm Nacharbeit gemäß,2,2,2,4,4,3,1,0,1,10,1,10,0,110,0,39,0,27
Härteprüfung Sandausbruch HandlingSchaden vs HandlingSchaden teilkonform,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Sandfeuchte Sandbindermangel außerhalb Toleranz Verdacht Sandfeuchteabweichung,0,0,0,33,30,-1,9,5,12,2,12,2,24,6,17,5,14,-1
Maßabweichung Kernschale Verschleiß Sandbindermangelmm vs Lunker±Lunkermm nicht konform,2,2,2,4,4,3,1,0,1,10,1,10,0,126,0,39,0,27
Sandfeuchte Lunker außerhalb Toleranz Normabweichung,0,0,0,27,23,18,2,9,0,9,0,9,54,35,36,28,27,19
Maßabweichung Kaltlauf Sandbindermangelmm vs Sandausbruch±HandlingSchadenmm Chargenanalyse C Si,4,4,4,72,62,46,3,1,3,12,3,1,4,53,4,44,3,30
Ausschuss Materialfehler an Getriebegehäuse Ursache HandlingSchaden Kernreparatur läuft,3,3,17,-1,-1,-1,2,4,2,4,18,4,-1,34,-1,24,32,11
Kokillenriss an Zylinderkopf Charge,8,8,8,62,52,38,0,5,14,5,14,5,35,89,27,66,21,48
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation Prüfbericht Nacharbeit gemäß,5,5,5,5,3,2,9,2,9,14,9,14,-1,43,9,35,7,18
Spektralanalyse zeigt MgMangel Charge Chargenanalyse C Si Wärmenachbehandlung eingeleitet,1,12,12,30,27,15,0,1,14,13,0,1,-1,51,-1,42,-1,26
Qualitätsabweichung Sandausbruch Sandbindermangel Dickenmaß Schleifnacharbeit notwendig,7,7,7,55,47,32,7,9,7,9,19,9,48,56,32,37,-1,25
Härteprüfung Sandbindermangel Sandbindermangel vs Sandbindermangel,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max Sandbindermangel Prüfbericht Wärmenachbehandlung eingeleitet,5,5,5,31,28,7,7,1,7,13,17,13,37,88,28,64,22,46
Oberflächenrauheit Kaltlauf außerhalb Spezifikation,1,10,10,18,14,10,2,3,2,3,18,3,63,13,42,11,32,4
Dichtheitsprüfung Fehler Sandbindermangel mbarmin vs max Kaltlauf Verdacht Legierungsdrift,5,5,5,31,28,7,7,1,7,13,17,13,-1,88,-1,64,-1,46
Kernbruch Ursache Kernschale Verschleiß Normabweichung,3,3,17,85,73,52,8,9,13,9,5,9,-1,60,-1,25,-1,17
Gasporosität an Zylinderkopf Charge Chargenanalyse C Si Gießparameter optimiert,8,8,8,62,52,38,0,5,11,5,14,5,-1,100,-1,66,-1,48
Spektralanalyse zeigt SiMangel Charge Prüfbericht,1,12,12,2,1,0,9,3,9,3,9,17,15,11,12,7,10,2
Maßabweichung Lunker Sandausbruchmm vs Lunker±Lunkermm Wärmenachbehandlung eingeleitet,2,2,2,4,4,3,1,0,1,10,1,10,0,-1,0,39,0,27
Sandfeuchte Lunker außerhalb Toleranz,0,0,0,27,23,18,2,9,0,9,18,9,50,35,33,28,26,19
Röntgenprüfung zeigt Sandausbruch in Zone Kaltlauf Verdacht Sandfeuchteabweichung,5,5,5,7,6,5,9,7,2,7,17,7,43,49,30,40,24,28
Kernbruch Ursache HandlingSchaden Verdacht Formüberhitzung Schleifnacharbeit notwendig,3,14,14,93,78,57,5,4,10,4,10,4,53,34,35,24,29,11
Kernbruch Ursache HandlingSchaden Schleifnacharbeit notwendig,3,14,14,93,78,57,5,4,10,4,10,4,52,34,35,24,29,11
Ausschuss Funktionstest an Radträger Ursache Kernschale Verschleiß,3,3,3,87,75,54,2,5,14,5,0,5,-1,96,-1,73,-1,50
Sandfeuchte Sandbindermangel außerhalb Toleranz,0,0,0,33,30,-1,9,5,12,2,12,2,9,6,-1,5,-1,-1
Schmelzofen Schmelzofen TempAbweichung °C Gießparameter optimiert,6,6,6,46,-1,-1,4,2,4,14,4,14,-1,77,-1,45,-1,32
Kaltlauf an Radträger Charge,8,8,8,63,53,40,0,6,11,6,11,16,34,94,25,69,19,51
Bearbeitungsfehler HandlingSchaden HandlingSchaden Teil Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,98,2,50,2,36
Legierungsabweichung Si Sandbindermangel vs Soll Sandausbruch Normabweichung,5,13,13,68,57,37,8,9,8,9,8,18,6,122,6,87,5,62
Legierungsabweichung Ti HandlingSchaden vs Soll Sandbindermangel Verdacht Sandfeuchteabweichung,4,13,13,59,51,36,3,9,3,9,3,18,4,114,4,83,3,61
Spektralanalyse zeigt SiMangel Charge nicht konform Nacharbeit gemäß,1,12,12,2,1,0,9,3,9,3,9,17,15,11,12,7,10,2
Bearbeitungsfehler HandlingSchaden Kaltlauf Teil Wärmenachbehandlung eingeleitet,7,14,14,76,64,45,5,0,5,10,19,10,-1,81,-1,61,-1,40
Bearbeitungsfehler Lunker Kaltlauf Teil Schleifnacharbeit notwendig,1,1,16,82,71,50,0,1,10,1,5,1,31,73,23,57,18,41
Spektralanalyse zeigt MgMangel Charge Chargenanalyse C Si Wärmenachbehandlung eingeleitet,1,12,12,30,27,15,0,1,14,13,0,1,-1,51,-1,42,-1,26
Sandfeuchte HandlingSchaden außerhalb Toleranz Normabweichung Kernreparatur läuft,0,0,0,10,8,-1,2,2,0,14,18,14,-1,109,-1,77,-1,56
Oberflächenrauheit Sandausbruch außerhalb Spezifikation Prüfbericht Wärmenachbehandlung eingeleitet,0,10,17,15,11,9,2,5,12,13,12,13,-1,75,-1,59,-1,-1
Schmelzofen Schmelzofen TempAbweichung °C Normabweichung,6,6,6,71,60,43,5,0,10,0,10,0,53,92,35,68,29,44
Härteprüfung Kernschale Verschleiß Lunker vs Kernschale Verschleiß Prüfbericht,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Röntgenprüfung zeigt Kokillenriss in Zone HandlingSchaden Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,-1,2,50,2,36
Oberflächenrauheit Lunker außerhalb Spezifikation Wärmenachbehandlung eingeleitet,1,1,1,11,9,8,2,6,0,6,18,6,55,37,37,29,27,20
Qualitätsabweichung Sandausbruch Sandbindermangel Porosität,7,7,7,49,41,28,9,9,9,9,17,18,46,103,31,79,25,58
Sandfeuchte Sandausbruch außerhalb Toleranz Gießparameter optimiert,9,9,0,0,0,-1,4,7,4,7,4,7,16,61,-1,46,-1,31
Maßabweichung Lunker Lunkermm vs Sandausbruch±Kernschale Verschleißmm Schleifnacharbeit notwendig,2,2,2,4,4,3,1,0,1,10,1,10,0,110,0,39,0,27
Legierungsabweichung Mg HandlingSchaden vs Soll Sandbindermangel ¦ teilkonform Schleifnacharbeit notwendig,4,13,13,69,58,37,3,9,13,9,13,18,3,121,3,86,-1,62
Röntgenprüfung zeigt Formversatz in Zone Kaltlauf Kernreparatur läuft,9,11,15,53,45,29,2,4,0,0,0,0,50,118,33,60,26,43
Legierungsabweichung Si Kaltlauf vs Soll Sandbindermangel Schleifnacharbeit notwendig,5,13,13,68,57,37,8,9,8,9,8,18,6,122,6,87,5,62
Qualitätsabweichung HandlingSchaden Lunker Raueit Ra Verdacht Legierungsdrift Kernreparatur läuft,7,14,14,44,38,25,5,6,5,12,19,16,-1,16,-1,14,-1,6
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation Wärmenachbehandlung eingeleitet,5,5,5,5,3,2,9,2,9,14,9,14,15,43,12,35,10,18
Bearbeitungsfehler Sandausbruch HandlingSchaden Teil,7,14,14,74,65,45,7,5,7,5,17,5,-1,69,-1,52,-1,-1
Legierungsabweichung Ti Sandausbruch vs Soll Kernschale Verschleiß Wärmenachbehandlung eingeleitet,5,13,13,68,57,37,8,9,13,9,13,18,5,122,5,87,4,62
Legierungsabweichung Cu Lunker vs Soll HandlingSchaden,4,13,13,57,48,33,3,9,13,9,13,9,5,102,5,78,4,57
Ausschuss Materialfehler an Radträger Ursache Sandfeuchte zu hoch ≥ nicht konform Wärmenachbehandlung eingeleitet,3,3,3,87,75,54,2,5,14,5,0,5,-1,96,-1,73,-1,50
Schmelzofen Schmelzofen TempAbweichung °C Chargenanalyse Mg Ti Schleifnacharbeit notwendig,6,6,6,56,-1,-1,0,2,11,2,11,2,-1,76,-1,45,-1,32
Kaltlauf an Getriebegehäuse Charge Chargenanalyse Mg Ti Nacharbeit gemäß,4,4,4,58,50,35,6,1,6,1,6,1,2,98,2,50,2,36
Maßabweichung Kaltlauf Sandausbruchmm vs Lunker±Kaltlaufmm nicht konform,2,2,2,4,4,3,1,0,1,10,1,10,0,-1,0,39,0,27
Qualitätsabweichung Sandausbruch Kaltlauf Dickenmaß Verdacht Formüberhitzung,7,7,7,55,47,32,7,9,7,9,7,9,47,56,-1,37,-1,25
Kernbruch Ursache Sandbindermangel Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,-1,2,50,2,36
Maßabweichung Lunker Kaltlaufmm vs Lunker±Sandausbruchmm,2,2,2,4,4,3,1,0,1,10,1,10,0,126,0,39,0,27
Legierungsabweichung Si HandlingSchaden vs Soll Kernschale Verschleiß Chargenanalyse Mg Ti Schleifnacharbeit notwendig,4,4,4,58,50,35,6,1,6,1,6,1,2,71,2,55,2,35
Röntgenprüfung zeigt Gasporosität in Zone Kernschale Verschleiß Verdacht Legierungsdrift,8,8,15,47,40,27,2,6,0,6,0,6,-1,17,29,15,23,7
Oberflächenrauheit Lunker außerhalb Spezifikation Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,97,2,50,2,36
Maßabweichung Sandbindermangel Sandbindermangelmm vs Kaltlauf±Sandbindermangelmm,2,2,2,4,4,3,1,0,1,10,1,10,0,126,0,39,0,27
Bearbeitungsfehler Sandausbruch Sandausbruch Teil Normabweichung,5,5,16,85,73,52,5,9,10,9,10,9,-1,60,-1,25,-1,17
Kernbruch Ursache HandlingSchaden Normabweichung,3,14,14,93,78,57,5,4,5,4,19,4,58,34,40,24,33,11
Dichtheitsprüfung Fehler Sandbindermangel mbarmin vs max HandlingSchaden Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,72,2,56,2,35
Dichtheitsprüfung Fehler Kaltlauf mbarmin vs max Sandausbruch Nacharbeit gemäß,5,5,5,32,29,7,9,1,2,13,2,13,-1,84,-1,65,-1,47
Dichtheitsprüfung Fehler Sandausbruch mbarmin vs max HandlingSchaden Verdacht Legierungsdrift Gießparameter optimiert,9,9,9,24,20,-1,4,1,4,12,4,12,18,31,13,26,11,13
Qualitätsabweichung Kernschale Verschleiß Sandausbruch Dickenmaß Kernreparatur läuft,7,7,7,55,47,32,7,9,7,9,19,9,-1,56,-1,37,-1,25
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Sandausbruch Schleifnacharbeit notwendig,5,5,5,14,10,7,9,5,2,5,2,5,-1,95,-1,72,-1,50
Kaltlauf an Getriebegehäuse Charge,8,8,8,64,54,41,0,6,11,6,11,16,22,86,16,70,-1,52
Maßabweichung Sandbindermangel Kaltlaufmm vs HandlingSchaden±Lunkermm Nacharbeit gemäß,2,2,2,4,4,3,1,0,1,10,1,10,0,128,0,39,0,27
Ausschuss Funktionstest an Zylinderkopf Ursache Sandausbruch Kernreparatur läuft,3,3,17,89,77,56,2,4,0,4,18,4,-1,24,-1,18,-1,10
Härteprüfung HandlingSchaden Lunker vs Lunker Gießparameter optimiert,9,9,9,80,69,26,9,7,9,0,9,0,15,64,12,49,10,34
Legierungsabweichung Si Sandausbruch vs Soll Sandbindermangel teilkonform,5,13,13,68,57,37,8,9,8,9,8,18,6,122,6,87,5,62
Formdruckabweichung Lunker vs Sandbindermangel Form,5,11,11,26,22,17,7,0,7,10,7,15,47,58,-1,-1,-1,-1
Formdruckabweichung HandlingSchaden vs Kernschale Verschleiß Form Wärmenachbehandlung eingeleitet,1,11,11,25,21,16,5,9,5,9,19,18,59,107,41,74,34,53
Lunker an Zylinderkopf Charge,8,8,8,62,52,38,0,5,14,5,14,5,36,89,27,66,21,48
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation Chargenanalyse Mg Ti Kernreparatur läuft,4,4,4,58,50,35,6,1,6,1,6,1,2,97,2,50,2,36
Dichtheitsprüfung Fehler Sandbindermangel mbarmin vs max Sandbindermangel Wärmenachbehandlung eingeleitet,5,5,5,31,28,7,7,1,7,13,17,13,-1,88,-1,64,-1,46
Qualitätsabweichung Kaltlauf Sandausbruch Raueit Ra Wärmenachbehandlung eingeleitet,3,3,17,45,39,25,2,7,0,7,18,7,-1,62,-1,47,27,31
Schmelzofen Schmelzofen TempAbweichung °C,6,6,6,83,61,44,9,8,9,8,17,8,21,5,15,0,13,0
Maßabweichung Kaltlauf Sandausbruchmm vs Sandbindermangel±Sandbindermangelmm,2,2,2,4,4,3,1,0,1,10,1,10,0,126,0,39,0,27
Spektralanalyse zeigt CuMangel ¦ Charge,1,12,12,22,18,11,9,3,12,3,12,3,-1,8,-1,8,17,3
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max HandlingSchaden Verdacht Formüberhitzung,1,1,1,12,5,4,5,0,10,10,10,10,51,82,34,62,28,40
Bearbeitungsfehler Sandausbruch Lunker Teil,5,5,16,91,72,51,2,5,2,5,18,15,-1,101,-1,75,32,54
Formversatz an Zylinderkopf Charge Normabweichung Wärmenachbehandlung eingeleitet,8,8,8,67,56,39,0,6,14,6,14,16,25,83,18,63,15,45
Kernbruch Ursache HandlingSchaden Chargenanalyse Mg Ti Kernreparatur läuft,4,4,4,58,50,35,6,1,6,1,6,1,2,98,2,50,2,36
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max Kaltlauf Normabweichung Wärmenachbehandlung eingeleitet,1,1,1,9,7,6,5,7,10,7,5,19,31,29,23,19,18,12
Röntgenprüfung zeigt Kaltlauf in Zone Lunker Prüfbericht Gießparameter optimiert,9,9,15,52,44,29,4,1,4,1,4,1,18,52,13,43,11,26
Sandfeuchte Sandausbruch außerhalb Toleranz Chargenanalyse C Si Nacharbeit gemäß,4,4,4,73,63,47,6,5,6,2,15,2,1,46,1,32,1,22
Oberflächenrauheit Kaltlauf außerhalb Spezifikation,1,10,10,18,14,10,2,3,2,3,18,3,63,13,42,11,32,4
Dichtheitsprüfung Fehler Lunker mbarmin vs max Sandbindermangel Gießparameter optimiert,9,9,9,24,20,-1,4,1,4,12,4,12,-1,31,-1,26,-1,13
Oberflächenrauheit Lunker außerhalb Spezifikation Gießparameter optimiert,9,9,9,-1,-1,26,4,7,4,0,4,0,-1,63,-1,48,-1,33
Röntgenprüfung zeigt Kaltlauf in Zone HandlingSchaden Wärmenachbehandlung eingeleitet,1,10,15,35,25,19,5,7,5,7,19,19,59,14,41,12,34,5
Schmelzofen Schmelzofen TempAbweichung °C,6,6,6,84,61,44,9,8,9,8,17,8,20,4,15,0,13,0
Formdruckabweichung HandlingSchaden vs Sandbindermangel Form Verdacht Sandfeuchteabweichung,5,11,11,38,34,12,7,5,7,13,7,13,13,111,10,-1,8,49
Härteprüfung Kernschale Verschleiß Kernschale Verschleiß vs HandlingSchaden Verdacht Legierungsdrift Schleifnacharbeit notwendig,2,2,2,4,4,3,1,0,1,10,1,10,0,70,0,53,0,37
Maßabweichung Kaltlauf Sandausbruchmm vs Lunker±Kernschale Verschleißmm,2,2,2,4,4,3,1,0,1,10,1,10,0,-1,0,39,0,27
Röntgenprüfung zeigt Kaltlauf in Zone Sandbindermangel Prüfbericht,5,10,15,43,25,19,5,4,2,4,2,7,-1,23,-1,16,-1,8
Ausschuss Funktionstest an Getriebegehäuse Ursache Sandausbruch,3,3,17,89,77,56,9,4,12,4,12,4,-1,24,-1,18,-1,10
Legierungsabweichung Mg HandlingSchaden vs Soll Kernschale Verschleiß,4,13,13,69,58,37,3,9,13,9,13,18,3,121,3,86,-1,62
Spektralanalyse zeigt TiMangel Charge,1,12,12,21,17,11,9,1,12,12,12,12,27,1,20,2,17,-1
Spektralanalyse zeigt MgMangel Charge Prüfbericht,1,12,12,30,27,15,9,1,12,13,12,1,29,51,22,42,-1,26
Röntgenprüfung zeigt Kaltlauf in Zone Sandbindermangel Prüfbericht Nacharbeit gemäß,5,10,15,43,25,19,7,4,2,4,17,7,-1,23,-1,16,-1,8
Legierungsabweichung Mg Kaltlauf vs Soll Sandausbruch,5,13,13,68,57,37,8,9,8,9,8,18,-1,122,-1,87,5,62
Ausschuss Materialfehler an Zylinderkopf Ursache Sandfeuchte zu hoch ≥ Normabweichung,3,3,17,81,70,-1,2,1,0,12,0,12,41,32,29,27,23,13
Maßabweichung Lunker Sandausbruchmm vs Sandbindermangel±Kaltlaufmm Chargenanalyse C Si,4,4,4,72,62,46,3,1,3,12,3,1,4,53,4,44,3,30
Kernbruch Ursache Sandbindermangel,3,3,3,86,74,53,9,3,9,11,9,11,14,3,11,4,9,1
Kernbruch Ursache HandlingSchaden Chargenanalyse C Si,4,4,4,73,63,47,6,5,6,2,15,2,1,47,1,32,1,22
Bearbeitungsfehler Sandausbruch Lunker ¦ Teil ¦ Normabweichung,5,5,16,85,73,52,5,9,10,9,5,9,-1,60,-1,25,-1,17
Härteprüfung Sandausbruch Kernschale Verschleiß vs Kernschale Verschleiß teilkonform,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Bearbeitungsfehler Sandausbruch Lunker Teil Chargenanalyse Mg Ti Kernreparatur läuft,4,4,4,58,50,35,6,1,6,1,6,1,2,98,2,50,2,36
Kernbruch Ursache Sandbindermangel,3,3,3,86,74,53,9,3,9,11,9,11,14,3,11,4,9,1
Röntgenprüfung zeigt Gasporosität in Zone Sandbindermangel Verdacht Sandfeuchteabweichung,8,8,15,47,40,27,2,6,0,6,0,6,41,17,29,15,23,7
Kernbruch Ursache Sandbindermangel,3,3,3,86,74,53,9,3,9,11,9,11,14,3,11,4,9,1
Spektralanalyse zeigt TiMangel Charge Schleifnacharbeit notwendig,1,12,12,36,32,21,0,6,11,6,11,6,-1,40,-1,30,-1,21
Schmelzofen Schmelzofen TempAbweichung °C,6,6,6,83,61,44,9,8,9,8,17,8,21,5,15,0,13,0
Dichtheitsprüfung Fehler Kernschale Verschleiß mbarmin vs max Kernschale Verschleiß Normabweichung,1,1,1,9,7,6,0,7,10,7,5,19,31,30,23,19,18,12
Qualitätsabweichung Kernschale Verschleiß Sandbindermangel Raueit Ra,5,5,5,45,39,25,7,4,7,0,17,0,37,85,28,67,22,44
Formdruckabweichung Kaltlauf vs Kaltlauf Form,1,11,11,-1,-1,-1,8,5,8,13,8,13,-1,-1,-1,-1,-1,49
Kernbruch Ursache Sandbindermangel,3,3,3,86,74,53,9,3,9,11,9,11,14,3,11,4,9,1
Bearbeitungsfehler Kaltlauf Sandbindermangel Teil Prüfbericht,5,5,16,-1,72,51,9,5,2,5,2,15,-1,101,-1,75,-1,54
Ausschuss Oberflächenfehler an Zylinderkopf Ursache Gießtemp zu niedrig °C °C Chargenanalyse C Si,6,6,6,70,59,42,2,9,0,9,0,9,41,-1,29,-1,23,-1
Sandfeuchte HandlingSchaden außerhalb Toleranz Nacharbeit gemäß,0,0,0,10,8,-1,2,2,2,14,18,14,-1,109,-1,77,-1,56
Spektralanalyse zeigt MgMangel Charge Kernreparatur läuft,1,12,12,30,27,15,2,1,0,13,18,1,-1,51,-1,42,32,26
Qualitätsabweichung Kaltlauf Sandbindermangel Dickenmaß Prüfbericht Kernreparatur läuft,7,7,7,55,47,32,7,9,7,9,7,9,-1,56,-1,37,-1,25
Härteprüfung Lunker HandlingSchaden vs Kaltlauf Verdacht Legierungsdrift,2,2,2,4,4,3,1,0,1,10,1,10,0,41,0,33,0,23
Röntgenprüfung zeigt Formversatz in Zone HandlingSchaden Wärmenachbehandlung eingeleitet,9,11,15,53,45,29,2,4,0,0,18,0,50,-1,33,60,26,43
Qualitätsabweichung Kaltlauf Kernschale Verschleiß Porosität Prüfbericht Wärmenachbehandlung eingeleitet,7,7,7,49,41,28,5,9,10,9,10,9,53,55,35,36,29,24
Formdruckabweichung Sandausbruch vs Kaltlauf Form Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,71,2,55,2,35
Schmelzofen Holding Furnace TempAbweichung °C nicht konform Kernreparatur läuft,6,6,18,77,66,48,2,6,0,6,0,6,38,40,26,30,20,21
Bearbeitungsfehler Kernschale Verschleiß HandlingSchaden Teil,7,14,14,76,64,45,5,0,5,10,19,10,-1,81,-1,61,-1,40
Schmelzofen Holding Furnace TempAbweichung °C,6,6,19,78,67,49,9,4,12,4,12,4,24,21,17,17,14,9
Spektralanalyse zeigt CuMangel Charge nicht konform,1,12,12,20,16,13,5,2,2,9,2,18,56,104,38,80,30,59
Dichtheitsprüfung Fehler HandlingSchaden mbarmin vs max Sandbindermangel Wärmenachbehandlung eingeleitet,5,5,5,14,10,7,9,5,9,5,17,5,37,95,28,72,22,50
Kernbruch Ursache Sandbindermangel Verdacht Formüberhitzung,5,5,16,90,72,51,7,5,7,5,7,15,-1,115,-1,76,-1,55
Oberflächenrauheit Kernschale Verschleiß außerhalb Spezifikation Verdacht Sandfeuchteabweichung Nacharbeit gemäß,0,10,17,15,11,9,2,5,2,13,18,13,-1,75,-1,59,32,-1
Oberflächenrauheit HandlingSchaden außerhalb Spezifikation Schleifnacharbeit notwendig,1,14,14,1,2,1,2,5,2,5,18,15,65,113,43,82,32,60
Spektralanalyse zeigt TiMangel Charge Nacharbeit gemäß,1,12,12,37,33,22,5,5,2,2,2,2,62,44,-1,32,32,22
Oberflächenrauheit Kaltlauf außerhalb Spezifikation Prüfbericht Schleifnacharbeit notwendig,1,10,10,18,14,10,2,3,2,3,18,3,-1,12,-1,10,32,4
Maßabweichung HandlingSchaden Kaltlaufmm vs Kernschale Verschleiß±HandlingSchadenmm Prüfbericht,2,2,2,4,4,3,1,0,1,10,1,10,0,128,0,39,0,27
Röntgenprüfung zeigt Sandausbruch in Zone Kaltlauf Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,-1,2,50,2,36
Härteprüfung Sandbindermangel Sandausbruch vs Kaltlauf Wärmenachbehandlung eingeleitet,2,2,2,4,4,3,1,0,1,10,1,10,0,78,0,-1,0,38
Kaltlauf an Zylinderkopf Charge,8,8,8,62,52,38,0,5,14,5,14,5,-1,89,-1,66,-1,48
Spektralanalyse zeigt MgMangel Charge Gießparameter optimiert,9,9,8,48,-1,-1,4,2,4,14,4,14,17,68,14,45,12,32
Kernbruch ¦ Ursache HandlingSchaden,3,3,3,92,78,57,9,4,2,4,17,4,46,28,31,23,25,11
Legierungsabweichung Mg HandlingSchaden vs Soll Kernschale Verschleiß ¦ konform,4,13,13,69,58,37,3,9,13,9,13,18,3,121,3,86,-1,62
Maßabweichung Sandbindermangel HandlingSchadenmm vs Sandausbruch±Kernschale Verschleißmm Verdacht Sandfeuchteabweichung,2,2,2,4,4,3,1,0,1,10,1,10,0,128,0,39,0,27
Härteprüfung HandlingSchaden Kaltlauf vs HandlingSchaden teilkonform Schleifnacharbeit notwendig,2,2,2,4,4,3,1,0,1,10,1,10,0,70,0,53,0,37
Härteprüfung Sandausbruch Kaltlauf vs Sandbindermangel Chargenanalyse Mg Ti,4,4,4,58,50,35,6,1,6,1,6,1,2,72,2,56,2,35
Oberflächenrauheit Sandbindermangel außerhalb Spezifikation,5,5,5,6,3,2,9,2,9,14,9,14,11,43,9,35,7,18
Härteprüfung Sandbindermangel Kaltlauf vs Sandbindermangel,2,2,2,4,4,3,1,0,1,10,1,10,0,124,0,89,0,38
Röntgenprüfung zeigt Formversatz in Zone Kaltlauf Normabweichung,9,11,15,53,45,29,2,4,0,0,18,0,50,118,33,60,26,43
