text,kmeans_10_direct,kmeans_15_direct,kmeans_20_direct,hdbscan_10_direct,hdbscan_15_direct,hdbscan_20_direct,kmeans_10_pca,kmeans_10_umap,kmeans_15_pca,kmeans_15_umap,kmeans_20_pca,kmeans_20_umap,hdbscan_10_pca,hdbscan_10_umap,hdbscan_15_pca,hdbscan_15_umap,hdbscan_20_pca,hdbscan_20_umap
Schmelzofen Holding Furnace TempAbweichung °C Prüfbericht Kernreparatur läuft,5,5,5,1,2,2,5,2,8,2,8,2,-1,1,-1,1,2,1
Härteprüfung Sandausbruch Kaltlauf vs Sandbindermangel konform,8,14,14,6,5,5,0,8,10,8,16,8,1,19,1,16,1,14
Sandausbruch an Getriebegehäuse Charge,2,10,15,-1,-1,-1,8,1,8,1,8,1,-1,14,-1,7,-1,7
Sandfeuchte Lunker außerhalb Toleranz nicht konform,7,11,11,15,11,11,7,8,7,11,7,11,-1,3,-1,3,2,4
Legierungsabweichung Ti Sandbindermangel vs Soll Kernschale Verschleiß Gießparameter optimiert,6,6,19,9,6,6,4,5,9,14,9,14,1,16,1,13,1,11
Ausschuss Oberflächenfehler an Zylinderkopf Ursache HandlingSchaden,2,10,10,-1,-1,-1,8,4,13,4,13,4,-1,7,-1,9,-1,3
Formdruckabweichung Kaltlauf vs Sandausbruch Form Gießparameter optimiert,0,0,16,5,4,4,9,0,12,0,0,0,1,11,1,12,1,10
Qualitätsabweichung Kernschale Verschleiß Sandbindermangel Dickenmaß,0,2,0,-1,-1,-1,0,7,12,7,10,7,1,18,1,15,1,13
Formdruckabweichung Kernschale Verschleiß vs Sandausbruch Form konform Gießparameter optimiert,0,0,16,5,4,4,0,0,10,0,10,0,1,11,1,12,1,10
Lunker an Zylinderkopf Charge,4,4,15,0,0,0,2,1,2,1,17,19,-1,8,-1,7,2,7
Ausschuss Materialfehler an Zylinderkopf Ursache Gießtemp zu niedrig °C °C Prüfbericht Wärmenachbehandlung eingeleitet,2,10,10,-1,-1,-1,8,4,14,4,14,4,-1,7,-1,9,-1,3
Röntgenprüfung zeigt Formversatz in Zone Sandbindermangel Normabweichung Nacharbeit gemäß,4,4,4,-1,-1,-1,5,9,11,10,11,10,14,5,9,5,2,5
Gasporosität an Getriebegehäuse Charge nicht konform Nacharbeit gemäß,2,2,15,-1,-1,-1,1,1,8,1,1,1,-1,15,-1,7,2,7
Sandfeuchte Sandausbruch außerhalb Toleranz Normabweichung,7,11,11,15,11,11,7,8,1,11,1,11,12,3,7,3,2,4
Formdruckabweichung Kaltlauf vs Lunker Form Chargenanalyse Mg Ti Schleifnacharbeit notwendig,0,0,16,-1,-1,-1,9,0,12,0,12,0,1,11,1,12,1,10
Legierungsabweichung Si Sandbindermangel vs Soll Sandausbruch Normabweichung,6,6,19,9,6,6,9,5,9,14,9,14,1,16,1,13,1,11
Qualitätsabweichung Kaltlauf Kernschale Verschleiß Porosität Prüfbericht Wärmenachbehandlung eingeleitet,0,14,8,-1,-1,-1,1,7,8,7,1,7,12,18,7,15,2,13
Schmelzofen Holding Furnace TempAbweichung °C,5,5,5,1,2,2,5,2,5,2,15,2,9,1,5,1,2,1
Schmelzofen Schmelzofen TempAbweichung °C Normabweichung Schleifnacharbeit notwendig,5,5,5,1,2,2,5,2,5,12,15,12,14,0,9,0,2,0
Kernbruch Ursache HandlingSchaden Verdacht Legierungsdrift Wärmenachbehandlung eingeleitet,2,2,6,-1,-1,-1,3,4,13,4,13,16,6,7,2,9,3,3
Schmelzofen Schmelzofen TempAbweichung °C,5,5,5,1,2,2,5,2,5,12,15,12,7,0,-1,0,2,0
Bearbeitungsfehler Kernschale Verschleiß Sandausbruch Teil,7,8,18,2,1,1,7,7,1,13,19,13,-1,21,-1,11,-1,9
Röntgenprüfung zeigt Kaltlauf in Zone Lunker Schleifnacharbeit notwendig,4,4,4,4,3,3,2,9,11,10,17,10,-1,5,-1,5,2,5
Qualitätsabweichung Kernschale Verschleiß HandlingSchaden ¦ Raueit Ra ¦ Chargenanalyse Mg Ti Schleifnacharbeit notwendig,3,3,0,-1,-1,-1,1,7,11,7,11,7,-1,-1,-1,-1,2,-1
Spektralanalyse zeigt MgMangel ¦ Charge Wärmenachbehandlung eingeleitet,9,9,3,12,8,8,6,9,6,9,6,9,-1,10,-1,6,-1,6
Lunker an Radträger Charge Verdacht Formüberhitzung,0,2,6,-1,-1,-1,1,1,8,1,8,1,14,15,9,7,2,7
Legierungsabweichung Si Kernschale Verschleiß vs Soll Sandbindermangel Wärmenachbehandlung eingeleitet,6,6,19,-1,-1,-1,9,5,12,14,12,14,1,16,1,13,1,11
Qualitätsabweichung Lunker HandlingSchaden Dickenmaß Chargenanalyse C Si,3,1,1,-1,-1,-1,2,7,2,7,17,7,-1,-1,-1,11,-1,9
Spektralanalyse zeigt TiMangel Charge,9,9,9,12,8,8,6,9,6,9,6,17,0,13,0,6,0,6
Bearbeitungsfehler HandlingSchaden HandlingSchaden Teil,7,8,18,-1,-1,-1,7,7,7,13,7,13,12,21,7,11,2,9
Härteprüfung Sandbindermangel Kernschale Verschleiß vs Sandbindermangel,8,14,14,-1,-1,-1,0,8,10,8,16,8,1,19,1,16,1,14
Bearbeitungsfehler Sandbindermangel Sandbindermangel Teil,7,8,18,-1,1,1,1,7,7,13,7,13,12,21,7,11,2,9
Qualitätsabweichung Kernschale Verschleiß HandlingSchaden Porosität,0,14,0,-1,-1,-1,7,7,1,7,19,7,12,18,7,15,2,13
Schmelzofen Schmelzofen TempAbweichung °C Prüfbericht Wärmenachbehandlung eingeleitet,5,5,5,1,2,2,5,2,5,12,15,12,-1,0,-1,0,-1,0
Röntgenprüfung zeigt Lunker in Zone Kernschale Verschleiß Normabweichung Schleifnacharbeit notwendig,4,4,4,-1,-1,-1,2,9,11,10,17,10,14,5,9,5,2,5
Sandfeuchte HandlingSchaden außerhalb Toleranz,7,11,11,15,11,11,7,8,7,11,7,11,12,3,7,3,2,4
Oberflächenrauheit Kernschale Verschleiß außerhalb Spezifikation Chargenanalyse C Si,3,1,7,14,10,10,5,7,5,13,15,13,-1,20,-1,11,2,9
Maßabweichung Kernschale Verschleiß Sandbindermangelmm vs Lunker±Lunkermm nicht konform,8,12,12,10,7,7,0,5,0,5,18,15,1,-1,1,17,1,15
Formdruckabweichung Lunker vs Kernschale Verschleiß Form Schleifnacharbeit notwendig,0,0,16,5,4,4,0,0,10,0,10,0,1,11,1,12,1,10
Schmelzofen Schmelzofen TempAbweichung °C Nacharbeit gemäß,5,5,5,1,2,2,5,2,8,12,8,12,10,0,5,0,2,0
Härteprüfung Sandbindermangel Sandausbruch vs Kaltlauf Wärmenachbehandlung eingeleitet,8,14,8,7,-1,-1,9,5,12,5,12,5,1,22,1,17,1,15
Ausschuss Materialfehler an Radträger Ursache Sandfeuchte zu hoch ≥ Verdacht Formüberhitzung,2,10,10,-1,-1,-1,3,4,13,4,13,4,6,7,2,9,3,3
