Zeitstempel,Teilenummer,Kategorie,Kommentar,Schweregrad,Charge,Werk
2024-09-23T06:28:30,GX-70156,schmelzprozess,Legierungsabweichung Ti: Kaltlauf% vs. Soll Lunker%,1.0,CH-gcmw-4896,Gießerei Leipzig
2024-11-24T22:24:29,GX-86977,nachbearbeitung,Oberflächenrauheit Lunker µm außerhalb Spezifikation | Nacharbeit gemäß VDA 6.3,2.0,CH-Ynmm-1744,Gießerei Stuttgart
2024-04-24T19:36:08,GX-63845,nachbearbeitung,Bearbeitungsfehler Lunker: Kaltlauf | Teil GX-63845 | Kernreparatur läuft,2.0,CH-gprA-7365,Gießerei Wolfsburg
2024-06-12T19:27:47,GX-69317,schmelzprozess,Schmelzofen Schmelzofen 1 Temp-Abweichung: 741°C | Wärmenachbehandlung eingeleitet,1.0,CH-tAIk-5678,Gießerei Leipzig
2024-10-19T00:18:29,GX-35864,formprozess,Sandfeuchte Kernschale Verschleiß% außerhalb Toleranz (2.8-3.2%) | Normabweichung: VDA 6.3,2.0,CH-cxSM-4295,Gießerei Stuttgart
2024-07-20T19:41:47,GX-38228,endpruefung,Röntgenprüfung zeigt Lunker in Zone Kernschale Verschleiß | Normabweichung: DIN 1681,1.0,CH-RjgS-9983,Gießerei Wolfsburg
2024-12-29T22:45:45,GX-77563,endpruefung,Röntgenprüfung zeigt Kaltlauf in Zone Kernschale Verschleiß,1.0,CH-WYuI-9285,Gießerei Stuttgart
2024-08-16T16:52:07,GX-26862,endpruefung,Dichtheitsprüfung Fehler: Lunker mbar/min vs. max Handling-Schaden,2.0,CH-pXtJ-2623,Gießerei Stuttgart
2024-07-28T08:15:54,GX-89043,gussfehler,Gasporosität an Radträger (GX-89043) | Charge CH-aQFb-3485 | Nacharbeit gemäß VDA 6.3,2.0,CH-aQFb-3485,Gießerei Leipzig
2024-12-21T18:55:23,GX-22653,gussfehler,Ausschuss Materialfehler an Zylinderkopf | Ursache: Sandfeuchte zu hoch (≥3.5%) | IATF-Konformität: teilkonform,1.0,CH-WydH-5419,Gießerei Stuttgart
2025-03-07T20:32:58,GX-14340,schmelzprozess,Spektralanalyse zeigt Si-Mangel | Charge CH-EsJm-4736 | IATF-Konformität: nicht konform,2.0,CH-EsJm-4736,Gießerei Stuttgart
2024-04-03T23:41:25,GX-45768,nachbearbeitung,Oberflächenrauheit Lunker µm außerhalb Spezifikation ¦ Normabweichung: DIN 1681,1.0,CH-OzgX-9027,Gießerei Leipzig
2024-10-03T06:16:40,GX-26479,formprozess,,2.0,CH-JGsI-4403,Gießerei Leipzig
2025-02-27T19:06:05,GX-13365,endpruefung,Härteprüfung Sandausbruch: Kaltlauf HV vs. Sandbindermangel // IATF-Konformität: konform,2.0,CH-ZbYv-0365,Gießerei Wolfsburg
2024-06-01T07:58:49,GX-37144,gussfehler,Qualitätsabweichung Kaltlauf: Lunker ¦ Porosität: 2.8 mm² ¦ Normabweichung: ISO 8062 | Nacharbeit gemäß VDA 6.3,2.0,CH-CWYB-7763,Gießerei Wolfsburg
2024-04-15T15:11:53,GX-47705,endpruefung,Röntgenprüfung zeigt Kaltlauf in Zone Handling-Schaden,3.0,CH-TiQu-2879,Gießerei Stuttgart
2024-09-04T14:07:15,GX-98147,schmelzprozess,"Schmelzofen Holding Furnace 2 Temp-Abweichung: 670°C | Chargenanalyse: Mg:0.4%, Ti:0.1%",1.0,CH-xCrm-1922,Gießerei Stuttgart
2025-02-22T13:21:04,GX-87034,nachbearbeitung,Oberflächenrauheit Kernschale Verschleiß µm außerhalb Spezifikation (Verdacht: Legierungsdrift) | Kernreparatur läuft,2.0,CH-tjHE-2220,Gießerei Leipzig
2025-02-15T13:41:48,GX-72603,formprozess,Kernbruch K-1575 // Ursache: Kernschale Verschleiß,1.0,CH-HOlH-0160,Gießerei Stuttgart
2024-09-01T17:23:59,GX-84989,endpruefung,Dichtheitsprüfung Fehler: Kernschale Verschleiß mbar/min vs. max Sandbindermangel,1.0,CH-gIJJ-4644,Gießerei Leipzig
2024-04-20T08:43:10,GX-57867,gussfehler,Qualitätsabweichung Sandausbruch: Handling-Schaden | Raueit Ra 11.8 µm | Kernreparatur läuft,1.0,CH-gRJF-7241,Gießerei Leipzig
2025-02-25T14:17:08,GX-92724,formprozess,Formdruckabweichung Sandbindermangel bar vs. Handling-Schaden bar | Form FORM-Ii22 | Prüfbericht: PRF-44953,1.0,CH-OzQH-7295,Gießerei Wolfsburg
2024-07-25T08:42:50,GX-64955,gussfehler,Qualitätsabweichung Handling-Schaden: Lunker | Dickenmaß: 144.6 mm,1.0,CH-siiM-5713,Gießerei Leipzig
2024-03-26T11:13:02,GX-02655,formprozess,Kernbruch K-1465 | Ursache: Kernschale Verschleiß,2.0,CH-GAxc-6438,Gießerei Leipzig
2024-04-16T20:10:13,GX-17458,nachbearbeitung,Maßabweichung Kaltlauf: Sandbindermangelmm vs. Lunker±Lunkermm ¦ Normabweichung: ISO 8062 | Wärmenachbehandlung eingeleitet,2.0,CH-eLOX-1349,Gießerei Leipzig
2024-04-01T21:02:41,GX-04753,gussfehler,Qualitätsabweichung Lunker: Kaltlauf | Porosität: 0.8 mm² (Verdacht: Legierungsdrift) | Gießparameter optimiert,1.0,CH-Puyz-6526,Gießerei Leipzig
2024-03-18T21:53:02,GX-93253,schmelzprozess,Spektralanalyse zeigt Cu-Mangel | Charge CH-SrlU-2963 | Kernreparatur läuft,2.0,CH-SrlU-2963,Gießerei Leipzig
2024-04-12T15:32:32,GX-45971,schmelzprozess,Schmelzofen Holding Furnace 2 Temp-Abweichung: 707°C | Kernreparatur läuft,1.0,CH-DOrF-1446,Gießerei Wolfsburg
2024-09-03T00:30:15,GX-20742,schmelzprozess,Spektralanalyse zeigt Ti-Mangel | Charge CH-ntbX-2372,3.0,CH-ntbX-2372,Gießerei Leipzig
2024-03-22T09:05:40,GX-07280,formprozess,Kernbruch K-1355 ¦ Ursache: Handling-Schaden ¦ Normabweichung: DIN 1681,1.0,CH-pzsE-4155,Gießerei Stuttgart
2024-08-15T20:39:06,GX-22137,endpruefung,Röntgenprüfung zeigt Sandausbruch in Zone Handling-Schaden | Wärmenachbehandlung eingeleitet,1.0,CH-jzsd-4159,Gießerei Wolfsburg
2024-08-09T23:47:50,GX-67632,formprozess,Kernbruch K-1969 // Ursache: Sandbindermangel // Normabweichung: DIN 1681 | Gießparameter optimiert,3.0,CH-gSep-9318,Gießerei Leipzig
2024-06-10T16:46:03,GX-81026,gussfehler,Qualitätsabweichung Handling-Schaden: Sandausbruch | Raueit Ra 6.2 µm | Normabweichung: VDA 6.3 | Schleifnacharbeit notwendig,1.0,CH-oBmI-2447,Gießerei Leipzig
2025-02-03T19:29:08,GX-29831,schmelzprozess,Spektralanalyse zeigt Cu-Mangel | Charge CH-RAtN-9726 | Normabweichung: ISO 8062,1.0,CH-RAtN-9726,Gießerei Stuttgart
2024-07-03T00:28:00,GX-17453,,,,CH-dNjv-4643,Gießerei Leipzig
2024-05-24T13:18:52,GX-92871,schmelzprozess,"Schmelzofen Schmelzofen 1 Temp-Abweichung: 717°C; Chargenanalyse: Mg:0.4%, Ti:0.1% | Gießparameter optimiert",1.0,CH-bKjw-8292,Gießerei Stuttgart
2024-03-31T19:09:22,GX-39831,schmelzprozess,Legierungsabweichung Si: Kernschale Verschleiß% vs. Soll Handling-Schaden%,1.0,CH-NtbO-5115,Gießerei Leipzig
2024-06-09T16:43:03,GX-62733,gussfehler,"Sandausbruch an Radträger (GX-62733) // Charge CH-Loke-0867 // Chargenanalyse: C:3.2%, Si:2.1%",1.0,CH-Loke-0867,Gießerei Wolfsburg
2024-04-24T05:49:50,GX-21083,gussfehler,,2.0,CH-RRhp-9434,Gießerei Wolfsburg
2024-05-21T06:50:30,GX-72399,endpruefung,Härteprüfung Sandbindermangel: Kernschale Verschleiß HV vs. Kernschale Verschleiß | Normabweichung: ISO 8062,1.0,CH-vIIK-3805,Gießerei Leipzig
2024-08-25T17:25:13,GX-05286,schmelzprozess,Legierungsabweichung Ti: Kernschale Verschleiß% vs. Soll Kaltlauf%,1.0,CH-zSbO-4269,Gießerei Stuttgart
2025-02-03T11:13:55,GX-93284,formprozess,Sandfeuchte Lunker% außerhalb Toleranz (2.8-3.2%) | IATF-Konformität: nicht konform,3.0,CH-KOUa-7888,Gießerei Leipzig
2024-12-29T16:06:44,GX-50921,schmelzprozess,"Legierungsabweichung Mg: Kaltlauf% vs. Soll Sandausbruch% | Chargenanalyse: C:3.2%, Si:2.1% | Gießparameter optimiert",3.0,CH-QTzL-1603,Gießerei Leipzig
2024-05-20T03:54:15,GX-78240,formprozess,Formdruckabweichung Kaltlauf bar vs. Sandbindermangel bar ¦ Form FORM-BH80 | Schleifnacharbeit notwendig,1.0,CH-nksY-4811,Gießerei Wolfsburg
2025-01-24T05:45:16,GX-32406,schmelzprozess,Spektralanalyse zeigt Ti-Mangel ¦ Charge CH-sPxA-8917 | Gießparameter optimiert,1.0,CH-sPxA-8917,Gießerei Wolfsburg
2024-07-19T09:54:26,GX-53849,gussfehler,Qualitätsabweichung Kernschale Verschleiß: Kernschale Verschleiß | Dickenmaß: 70.3 mm,2.0,CH-Kagt-5175,Gießerei Leipzig
2024-08-19T04:10:15,GX-64509,schmelzprozess,Legierungsabweichung Cu: Sandausbruch% vs. Soll Kernschale Verschleiß%,1.0,CH-eRUL-5184,Gießerei Stuttgart
2024-03-29T10:09:53,GX-46097,formprozess,Kernbruch K-1727 // Ursache: Kernschale Verschleiß // IATF-Konformität: konform,1.0,CH-MbnA-3911,Gießerei Wolfsburg
2024-05-29T00:25:03,GX-71881,schmelzprozess,Schmelzofen Holding Furnace 2 Temp-Abweichung: 716°C,1.0,CH-edcN-4934,Gießerei Stuttgart
2024-09-26T10:37:24,GX-85418,nachbearbeitung,Bearbeitungsfehler Kaltlauf: Handling-Schaden | Teil GX-85418 | Nacharbeit gemäß VDA 6.3,2.0,CH-cGFi-4825,Gießerei Leipzig
2025-03-01T00:18:13,GX-83337,gussfehler,Sandausbruch an Zylinderkopf (GX-83337) | Charge CH-QmqE-0915 (Verdacht: Legierungsdrift),1.0,CH-QmqE-0915,Gießerei Stuttgart
2024-09-19T04:01:14,GX-53105,schmelzprozess,Legierungsabweichung Ti: Kernschale Verschleiß% vs. Soll Kernschale Verschleiß% | Nacharbeit gemäß VDA 6.3,1.0,CH-suyM-3798,Gießerei Wolfsburg
2024-07-06T21:27:08,GX-24820,endpruefung,Röntgenprüfung zeigt Formversatz in Zone Sandbindermangel | Normabweichung: VDA 6.3 | Schleifnacharbeit notwendig,1.0,CH-vksP-4132,Gießerei Stuttgart
2024-10-20T06:46:40,GX-94236,schmelzprozess,Spektralanalyse zeigt Cu-Mangel | Charge CH-HXMd-3063,1.0,CH-HXMd-3063,Gießerei Wolfsburg
2024-10-31T10:52:59,GX-66662,gussfehler,Qualitätsabweichung Sandbindermangel: Kernschale Verschleiß | Raueit Ra 11.2 µm,2.0,CH-RYtH-1862,Gießerei Stuttgart
2024-05-18T14:49:22,GX-82302,endpruefung,Dichtheitsprüfung Fehler: Sandausbruch mbar/min vs. max Sandbindermangel | Prüfbericht: PRF-48425 | Nacharbeit gemäß VDA 6.3,1.0,CH-lBRo-5595,Gießerei Wolfsburg
2024-09-06T17:56:49,GX-01790,endpruefung,Röntgenprüfung zeigt Gasporosität in Zone Sandausbruch | Gießparameter optimiert,1.0,CH-OVgE-7984,Gießerei Leipzig
2024-09-10T03:53:25,GX-32584,nachbearbeitung,Maßabweichung Kernschale Verschleiß: Handling-Schadenmm vs. Kaltlauf±Lunkermm,1.0,CH-pnwt-7624,Gießerei Wolfsburg
2024-03-19T17:38:34,GX-75957,gussfehler,Gasporosität an Zylinderkopf (GX-75957) | Charge CH-omjp-6212 | Kernreparatur läuft,1.0,CH-omjp-6212,Gießerei Wolfsburg
2024-03-23T09:43:22,GX-56803,gussfehler,Qualitätsabweichung Lunker: Sandausbruch ¦ Porosität: 2.4 mm² ¦ Prüfbericht: PRF-00664 | Gießparameter optimiert,1.0,CH-ohXk-0986,Gießerei Stuttgart
2024-11-20T20:13:41,GX-56192,,,,CH-KgjW-2152,Gießerei Wolfsburg
2024-08-19T00:38:49,GX-55809,gussfehler,Kaltlauf an Zylinderkopf (GX-55809) // Charge CH-zkLt-6881 (Verdacht: Legierungsdrift) | Nacharbeit gemäß VDA 6.3,3.0,CH-zkLt-6881,Gießerei Stuttgart
2024-08-23T17:42:20,GX-74119,endpruefung,Röntgenprüfung zeigt Sandausbruch in Zone Lunker | Nacharbeit gemäß VDA 6.3,1.0,CH-FacD-7099,Gießerei Wolfsburg
2024-07-12T12:49:04,GX-74035,nachbearbeitung,Bearbeitungsfehler Sandbindermangel: Sandausbruch | Teil GX-74035 | Wärmenachbehandlung eingeleitet,2.0,CH-rtvS-9183,Gießerei Wolfsburg
2024-07-21T22:48:42,GX-77052,nachbearbeitung,Oberflächenrauheit Lunker µm außerhalb Spezifikation | Gießparameter optimiert,1.0,CH-coNf-3658,Gießerei Stuttgart
2024-12-17T12:50:27,GX-17986,endpruefung,Härteprüfung Kernschale Verschleiß: Handling-Schaden HV vs. Handling-Schaden,3.0,CH-GaNy-5260,Gießerei Stuttgart
2025-02-02T23:36:20,GX-43401,,,,CH-rxOC-4752,Gießerei Stuttgart
2024-06-23T23:07:29,GX-12314,,,,CH-TxGx-0855,Gießerei Wolfsburg
2024-09-12T14:29:55,GX-44820,,,,CH-pvoz-7973,Gießerei Leipzig
2024-06-15T12:49:44,GX-46616,endpruefung,Röntgenprüfung zeigt Sandausbruch in Zone Handling-Schaden | IATF-Konformität: nicht konform,2.0,UNBEKANNT,Gießerei Leipzig
2025-01-26T08:20:51,GX-81904,endpruefung,Dichtheitsprüfung Fehler: Sandausbruch mbar/min vs. max Sandbindermangel | Prüfbericht: PRF-98609 | Wärmenachbehandlung eingeleitet,1.0,CH-wHvz-3552,Gießerei Leipzig
2024-11-15T08:59:51,GX-09048,gussfehler,Ausschuss Materialfehler an Getriebegehäuse ¦ Ursache: Sandfeuchte zu hoch (≥3.5%) ¦ Normabweichung: DIN 1681 | Nacharbeit gemäß VDA 6.3,1.0,CH-sYKB-3655,Gießerei Leipzig
2024-10-02T07:25:27,GX-86820,nachbearbeitung,Oberflächenrauheit Lunker µm außerhalb Spezifikation,2.0,CH-Lgca-4806,Gießerei Leipzig
2024-07-28T05:23:14,GX-25538,endpruefung,,2.0,CH-evrh-1292,Gießerei Stuttgart
2024-09-02T19:39:39,GX-67036,endpruefung,Röntgenprüfung zeigt Formversatz in Zone Kernschale Verschleiß | Normabweichung: ISO 8062,2.0,CH-XsZn-2238,Gießerei Wolfsburg
2025-01-23T18:23:24,GX-04772,endpruefung,Härteprüfung Kernschale Verschleiß: Sandausbruch HV vs. Kernschale Verschleiß | Prüfbericht: PRF-84539 | Kernreparatur läuft,2.0,CH-frTq-0337,Gießerei Leipzig
2024-05-23T07:42:33,GX-42342,gussfehler,Ausschuss Maßhaltigkeit an Radträger | Ursache: Legierungsabweichung Si+0.3% (Verdacht: Formüberhitzung),1.0,CH-IBJA-6310,Gießerei Leipzig
2024-12-21T10:14:53,GX-29322,nachbearbeitung,Bearbeitungsfehler Lunker: Sandbindermangel | Teil GX-29322,2.0,CH-DWKU-8711,Gießerei Wolfsburg
2024-03-12T18:21:09,GX-13888,endpruefung,,2.0,CH-mToA-9293,Gießerei Wolfsburg
2024-05-14T17:05:26,GX-10062,nachbearbeitung,Bearbeitungsfehler Lunker: Sandbindermangel | Teil GX-10062 | Nacharbeit gemäß VDA 6.3,3.0,CH-ShWD-5535,Gießerei Leipzig
2025-02-16T18:44:51,GX-46135,formprozess,Kernbruch K-1410; Ursache: Sandbindermangel | Schleifnacharbeit notwendig,3.0,CH-ZYeg-5106,Gießerei Wolfsburg
2025-02-17T07:47:32,GX-75035,formprozess,Formdruckabweichung Kaltlauf bar vs. Sandausbruch bar | Form FORM-yZ95 | Nacharbeit gemäß VDA 6.3,2.0,CH-skrK-0426,Gießerei Stuttgart
2024-12-08T21:23:36,GX-76579,schmelzprozess,,1.0,CH-uMSI-0392,Gießerei Stuttgart
2024-12-02T10:56:41,GX-19483,schmelzprozess,Spektralanalyse zeigt Si-Mangel // Charge CH-hAvm-1262 // Prüfbericht: PRF-95087,2.0,UNBEKANNT,Gießerei Stuttgart
2024-10-04T15:58:37,GX-84219,gussfehler,Ausschuss Funktionstest an Getriebegehäuse | Ursache: Legierungsabweichung Si+0.3% | Prüfbericht: PRF-13606,2.0,CH-VXwL-8375,Gießerei Leipzig
2024-11-22T05:37:09,GX-56053,schmelzprozess,Spektralanalyse zeigt Ti-Mangel; Charge CH-YDwz-4846,1.0,CH-YDwz-4846,Gießerei Wolfsburg
2024-05-18T20:00:44,GX-60538,gussfehler,"Ausschuss Funktionstest an Getriebegehäuse | Ursache: Sandfeuchte zu hoch (≥3.5%) | Chargenanalyse: C:3.2%, Si:2.1% | Gießparameter optimiert",3.0,CH-WXVn-6563,Gießerei Leipzig
2024-10-13T14:31:55,GX-63760,gussfehler,Kokillenriss an Getriebegehäuse (GX-63760) // Charge CH-xheA-8963 // Normabweichung: ISO 8062,2.0,CH-xheA-8963,Gießerei Wolfsburg
2024-08-24T00:58:28,GX-88034,,,,CH-VAhv-2353,Gießerei Stuttgart
2024-07-23T21:50:05,GX-72817,nachbearbeitung,Oberflächenrauheit Sandausbruch µm außerhalb Spezifikation // IATF-Konformität: konform | Wärmenachbehandlung eingeleitet,3.0,CH-pQAl-2618,Gießerei Leipzig
2024-07-16T00:48:12,GX-47594,gussfehler,Ausschuss Oberflächenfehler an Zylinderkopf | Ursache: Lunker,1.0,CH-jBDD-6360,Gießerei Leipzig
2024-12-11T22:41:54,GX-90321,endpruefung,Röntgenprüfung zeigt Kaltlauf in Zone Handling-Schaden,1.0,CH-Lowd-3440,Gießerei Stuttgart
2024-08-27T17:38:37,GX-07716,,,,CH-WVhH-5541,Gießerei Leipzig
2024-12-14T04:08:57,GX-08311,endpruefung,Dichtheitsprüfung Fehler: Kernschale Verschleiß mbar/min vs. max Handling-Schaden; IATF-Konformität: konform,2.0,CH-REOt-9857,Gießerei Leipzig
2024-04-20T15:06:27,GX-54784,formprozess,Formdruckabweichung Sandbindermangel bar vs. Kernschale Verschleiß bar | Form FORM-ez24,1.0,CH-gdYP-8430,Gießerei Leipzig
2024-10-10T10:19:16,GX-05695,endpruefung,Röntgenprüfung zeigt Gasporosität in Zone Kernschale Verschleiß | Gießparameter optimiert,3.0,CH-FqMn-3818,Gießerei Leipzig
2024-08-03T02:12:26,GX-93181,endpruefung,Härteprüfung Sandausbruch: Kaltlauf HV vs. Handling-Schaden | Wärmenachbehandlung eingeleitet,1.0,CH-zeVq-6646,Gießerei Leipzig
2024-07-27T06:25:40,GX-78697,nachbearbeitung,"Maßabweichung Lunker: Kaltlaufmm vs. Lunker±Kernschale Verschleißmm | Chargenanalyse: Mg:0.4%, Ti:0.1%",3.0,CH-CVdB-6994,Gießerei Leipzig
2025-02-10T20:55:30,GX-39781,nachbearbeitung,Bearbeitungsfehler Handling-Schaden: Kernschale Verschleiß | Teil GX-39781 | Normabweichung: VDA 6.3 | Wärmenachbehandlung eingeleitet,1.0,CH-FeJl-6046,Gießerei Leipzig
2024-06-07T12:32:07,GX-31430,nachbearbeitung,Oberflächenrauheit Kernschale Verschleiß µm außerhalb Spezifikation,1.0,CH-jSTg-1701,Gießerei Wolfsburg
2025-01-24T01:18:12,GX-26109,endpruefung,Dichtheitsprüfung Fehler: Kernschale Verschleiß mbar/min vs. max Handling-Schaden,3.0,CH-mdJa-6641,Gießerei Stuttgart
2024-10-18T15:50:31,GX-65898,nachbearbeitung,Oberflächenrauheit Handling-Schaden µm außerhalb Spezifikation | Kernreparatur läuft,1.0,CH-hlOB-8640,Gießerei Wolfsburg
2024-05-19T22:36:01,GX-61934,gussfehler,Ausschuss Funktionstest an Getriebegehäuse | Ursache: Kaltlauf,1.0,CH-tOZd-5411,Gießerei Stuttgart
2024-05-13T09:30:52,GX-68938,gussfehler,Ausschuss Funktionstest an Zylinderkopf | Ursache: Gießtemp. zu niedrig (650°C < 720°C) | IATF-Konformität: teilkonform,1.0,CH-WYMb-3172,Gießerei Leipzig
2024-09-11T15:42:22,GX-26677,endpruefung,Härteprüfung Handling-Schaden: Kernschale Verschleiß HV vs. Sandausbruch | Kernreparatur läuft,1.0,CH-YKnm-0031,Gießerei Leipzig
2024-05-15T13:56:13,GX-31417,nachbearbeitung,Maßabweichung Kaltlauf: Lunkermm vs. Lunker±Sandbindermangelmm (Verdacht: Legierungsdrift),1.0,CH-Kusm-7698,Gießerei Stuttgart
2024-08-02T04:28:55,GX-39141,,,,CH-iQbF-0727,Gießerei Wolfsburg
2024-11-20T18:14:47,GX-72407,schmelzprozess,Schmelzofen Holding Furnace 2 Temp-Abweichung: 698°C,1.0,CH-ohUo-1984,Gießerei Wolfsburg
2024-09-15T16:44:00,GX-59302,formprozess,Kernbruch K-1383 | Ursache: Kernschale Verschleiß | IATF-Konformität: teilkonform,1.0,CH-qwsx-1203,Gießerei Leipzig
2024-06-03T12:42:21,GX-92144,schmelzprozess,Spektralanalyse zeigt Si-Mangel | Charge CH-BxZT-6947 | Kernreparatur läuft,1.0,CH-BxZT-6947,Gießerei Stuttgart
2024-06-15T01:24:11,GX-58490,nachbearbeitung,Oberflächenrauheit Handling-Schaden µm außerhalb Spezifikation | Normabweichung: ISO 8062 | Gießparameter optimiert,2.0,CH-RCKK-7538,Gießerei Stuttgart
2024-06-23T19:49:57,GX-99823,nachbearbeitung,"Oberflächenrauheit Lunker µm außerhalb Spezifikation | Chargenanalyse: C:3.2%, Si:2.1%",1.0,CH-oSvj-4023,Gießerei Stuttgart
2024-07-31T00:44:40,GX-00595,endpruefung,Dichtheitsprüfung Fehler: Kernschale Verschleiß mbar/min vs. max Lunker | Gießparameter optimiert,1.0,CH-WGug-8022,Gießerei Stuttgart
2024-08-15T01:43:29,GX-59419,gussfehler,Ausschuss Maßhaltigkeit an Getriebegehäuse | Ursache: Kaltlauf | Gießparameter optimiert,2.0,CH-MjYn-0251,Gießerei Leipzig
2024-09-05T09:21:00,GX-41227,,,,CH-AInk-1522,Gießerei Wolfsburg
2024-05-08T23:45:08,GX-30199,nachbearbeitung,Oberflächenrauheit Handling-Schaden µm außerhalb Spezifikation (Verdacht: Legierungsdrift),2.0,CH-iKYP-0371,Gießerei Leipzig
2025-01-04T16:02:57,GX-86800,schmelzprozess,Legierungsabweichung Si: Kernschale Verschleiß% vs. Soll Kaltlauf% | Gießparameter optimiert,1.0,CH-LHAH-1859,Gießerei Leipzig
2024-11-11T18:24:37,GX-69643,endpruefung,Röntgenprüfung zeigt Kaltlauf in Zone Sandbindermangel | Nacharbeit gemäß VDA 6.3,1.0,CH-eURQ-2518,Gießerei Leipzig
2024-10-02T18:47:18,GX-48016,schmelzprozess,"Schmelzofen Schmelzofen 1 Temp-Abweichung: 741°C | Chargenanalyse: Mg:0.4%, Ti:0.1% | Kernreparatur läuft",2.0,CH-ufdy-4943,Gießerei Leipzig
2024-07-25T12:57:03,GX-04624,nachbearbeitung,Bearbeitungsfehler Sandausbruch: Sandausbruch ¦ Teil GX-04624,3.0,CH-OITk-7802,Gießerei Leipzig
2025-01-17T10:37:02,GX-14243,endpruefung,"Röntgenprüfung zeigt Lunker in Zone Kernschale Verschleiß | Chargenanalyse: Mg:0.4%, Ti:0.1%",2.0,CH-vtZw-6143,Gießerei Wolfsburg
2024-11-07T19:24:00,GX-29686,gussfehler,Kaltlauf an Radträger (GX-29686) | Charge CH-zqPv-0979 (Verdacht: Legierungsdrift) | Schleifnacharbeit notwendig,1.0,CH-zqPv-0979,Gießerei Leipzig
2024-09-13T16:12:25,GX-59587,schmelzprozess,Spektralanalyse zeigt Cu-Mangel | Charge CH-MmbU-0653 | Schleifnacharbeit notwendig,1.0,CH-MmbU-0653,Gießerei Wolfsburg
2024-06-20T22:23:28,GX-08122,endpruefung,Dichtheitsprüfung Fehler: Sandbindermangel mbar/min vs. max Sandbindermangel,2.0,CH-sDFW-6881,Gießerei Stuttgart
2024-06-29T21:47:11,GX-39854,,,,CH-KzuM-9543,Gießerei Leipzig
2024-06-26T14:09:41,GX-16917,gussfehler,Qualitätsabweichung Handling-Schaden: Sandausbruch // Raueit Ra 12.2 µm | Nacharbeit gemäß VDA 6.3,2.0,CH-ynmY-5009,Gießerei Stuttgart
2024-11-30T03:03:17,GX-08841,schmelzprozess,Schmelzofen Schmelzofen 1 Temp-Abweichung: 720°C,2.0,CH-bzpb-4759,Gießerei Wolfsburg
2024-10-12T04:00:06,GX-55080,formprozess,Formdruckabweichung Handling-Schaden bar vs. Kaltlauf bar | Form FORM-ua40 | IATF-Konformität: teilkonform,1.0,CH-LTkU-7349,Gießerei Wolfsburg
2024-11-05T03:19:55,GX-28117,schmelzprozess,Schmelzofen Holding Furnace 2 Temp-Abweichung: 670°C (Verdacht: Sandfeuchteabweichung),1.0,CH-WGlB-0340,Gießerei Leipzig
2024-09-26T04:13:34,GX-63847,endpruefung,Härteprüfung Sandausbruch: Kernschale Verschleiß HV vs. Lunker,1.0,CH-gHtC-6027,Gießerei Wolfsburg
2024-03-24T21:43:52,GX-95732,endpruefung,Dichtheitsprüfung Fehler: Handling-Schaden mbar/min vs. max Handling-Schaden (Verdacht: Legierungsdrift),1.0,CH-MOTM-0842,Gießerei Wolfsburg
2024-03-28T16:28:21,GX-07832,formprozess,Sandfeuchte Kaltlauf% außerhalb Toleranz (2.8-3.2%) | IATF-Konformität: teilkonform,1.0,CH-qgmd-0106,Gießerei Leipzig
2025-03-03T09:40:54,GX-40804,gussfehler,Qualitätsabweichung Kernschale Verschleiß: Sandbindermangel | Porosität: 2.4 mm² | Normabweichung: VDA 6.3,2.0,CH-OapC-3228,Gießerei Wolfsburg
2025-02-24T14:31:08,GX-43274,formprozess,Kernbruch K-1272 | Ursache: Handling-Schaden (Verdacht: Sandfeuchteabweichung),2.0,CH-RGZh-5686,Gießerei Stuttgart
2024-07-10T05:23:40,GX-33940,gussfehler,Ausschuss Maßhaltigkeit an Getriebegehäuse ¦ Ursache: Legierungsabweichung Si+0.3% ¦ IATF-Konformität: konform | Kernreparatur läuft,1.0,CH-RynW-7925,Gießerei Stuttgart
2024-08-14T17:56:42,GX-15220,endpruefung,,1.0,UNBEKANNT,Gießerei Wolfsburg
2024-11-13T17:04:50,GX-81246,gussfehler,Qualitätsabweichung Kaltlauf: Sandbindermangel // Dickenmaß: 119.7 mm // Prüfbericht: PRF-14575,2.0,CH-JWof-2547,Gießerei Stuttgart
2024-09-05T18:04:03,GX-54469,nachbearbeitung,Bearbeitungsfehler Sandausbruch: Kaltlauf // Teil GX-54469 (Verdacht: Formüberhitzung),1.0,CH-HJiW-8329,Gießerei Leipzig
2024-11-08T21:25:35,GX-79633,formprozess,Sandfeuchte Sandausbruch% außerhalb Toleranz (2.8-3.2%) | Nacharbeit gemäß VDA 6.3,1.0,CH-zCPR-9027,Gießerei Stuttgart
2024-03-31T15:02:10,GX-40477,gussfehler,Qualitätsabweichung Kaltlauf: Sandbindermangel | Raueit Ra 1.8 µm | Normabweichung: VDA 6.3,1.0,UNBEKANNT,Gießerei Stuttgart
2024-06-03T06:02:09,GX-26640,endpruefung,"Härteprüfung Sandausbruch: Handling-Schaden HV vs. Handling-Schaden | Chargenanalyse: C:3.2%, Si:2.1%",1.0,CH-kVFr-5283,Gießerei Leipzig
2025-02-27T21:58:54,GX-61582,schmelzprozess,Spektralanalyse zeigt Ti-Mangel | Charge CH-ccxP-9262 | IATF-Konformität: nicht konform,1.0,CH-ccxP-9262,Gießerei Stuttgart
